date,position,city,state,endorser,endorsee,endorser_party,source,order,category,body,district,points
NA,speaker,NA,DE,Peter Schwartzkopf,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president pro tem,NA,DE,David McBride,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,chairman,NA,DC,Phil Mendelson,NA,D,NA,NA,State legislative leaders,Council,NA,2
NA,president pro tem,NA,CT,Martin Looney,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,CT,Joe Aresimowicz,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,CO,Leroy Garcia,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,CO,KC Becker,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,AZ,Charlene Fernandez,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,AZ,David Bradley,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,president,NA,AS,Gaoteote P. Tofau,NA,NA,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,AR,Keith Ingram,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,AR,Charles Blake,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,AL,Bobby Singleton,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,AL,Anthony Daniels,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,speaker,NA,AK,Bryce Edgmon,NA,I,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,AK,Tom Begich,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,representative,NA,WI,Gwen Moore,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,WI,Ron Kind,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,WI,Mark Pocan,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,WA,Denny Heck,NA,D,NA,NA,Representatives,NA,10,3
NA,representative,NA,WA,Adam Smith,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,WA,Pramila Jayapal,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,WA,Suzan DelBene,NA,D,NA,NA,Representatives,NA,1,3
NA,delegate,NA,VI,Stacey E. Plaskett,NA,D,NA,NA,Representatives,NA,0,3
NA,representative,NA,VA,Gerald E. Connolly,NA,D,NA,NA,Representatives,NA,11,3
NA,representative,NA,VA,Jennifer Wexton,NA,D,NA,NA,Representatives,NA,10,3
NA,representative,NA,VA,Abigail Spanberger,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,VA,Robert C. Scott,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,VA,Elaine Luria,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,UT,Ben McAdams,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,TX,Lloyd Doggett,NA,D,NA,NA,Representatives,NA,35,3
NA,representative,NA,TX,Marc Veasey,NA,D,NA,NA,Representatives,NA,33,3
NA,representative,NA,TX,Eddie Bernice Johnson,NA,D,NA,NA,Representatives,NA,30,3
NA,representative,NA,TX,Sylvia R. Garcia,NA,D,NA,NA,Representatives,NA,29,3
NA,representative,NA,TX,Henry Cuellar,NA,D,NA,NA,Representatives,NA,28,3
NA,representative,NA,TX,Sheila Jackson Lee,NA,D,NA,NA,Representatives,NA,18,3
NA,representative,NA,TX,Lizzie Pannill Fletcher,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,TN,Steve Cohen,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,TN,Jim Cooper,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,SC,Joe Cunningham,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,RI,Jim Langevin,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,RI,David Cicilline,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,PA,Mike Doyle,NA,D,NA,NA,Representatives,NA,18,3
NA,representative,NA,PA,Conor Lamb,NA,D,NA,NA,Representatives,NA,17,3
NA,representative,NA,PA,Susan Wild,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,PA,Chrissy Houlahan,NA,D,NA,NA,Representatives,NA,6,3
NA,representative,NA,PA,Mary Gay Scanlon,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,PA,Madeleine Dean,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,OR,Kurt Schrader,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,OR,Peter DeFazio,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,OR,Earl Blumenauer,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,OR,Suzanne Bonamici,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,OK,Kendra Horn,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,OH,Marcia L. Fudge,NA,D,NA,NA,Representatives,NA,11,3
NA,representative,NA,OH,Marcy Kaptur,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,OH,Joyce Beatty,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,NY,Brian Higgins,NA,D,NA,NA,Representatives,NA,26,3
NA,representative,NA,NY,Joseph D. Morelle,NA,D,NA,NA,Representatives,NA,25,3
NA,representative,NA,NY,Anthony Brindisi,NA,D,NA,NA,Representatives,NA,22,3
NA,representative,NA,NY,Paul D. Tonko,NA,D,NA,NA,Representatives,NA,20,3
NA,representative,NA,NY,Antonio Delgado,NA,D,NA,NA,Representatives,NA,19,3
NA,representative,NA,NY,Nita Lowey,NA,D,NA,NA,Representatives,NA,17,3
NA,representative,NA,NY,Eliot Engel,NA,D,NA,NA,Representatives,NA,16,3
NA,representative,NA,NY,José E. Serrano,NA,D,NA,NA,Representatives,NA,15,3
NA,representative,NA,NY,Alexandria Ocasio-Cortez,NA,D,NA,NA,Representatives,NA,14,3
NA,representative,NA,NY,Adriano Espaillat,NA,D,NA,NA,Representatives,NA,13,3
NA,representative,NA,NY,Max N. Rose,NA,D,NA,NA,Representatives,NA,11,3
NA,representative,NA,NY,Jerrold Nadler,NA,D,NA,NA,Representatives,NA,10,3
NA,representative,NA,NY,Yvette D. Clarke,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,NY,Hakeem Jeffries,NA,D,NA,NA,Representatives,NA,8,3
NA,representative,NA,NY,Nydia M. Velázquez,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,NY,Grace Meng,NA,D,NA,NA,Representatives,NA,6,3
NA,representative,NA,NY,Gregory W. Meeks,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,NV,Steven A. Horsford,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,NV,Susie Lee,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,NV,Dina Titus,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,NM,Ben R. Lujan,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,NM,Xochitl Torres Small,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,NM,Debra A. Haaland,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,NH,Ann Kuster,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,NH,Chris Pappas,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,NC,Alma Adams,NA,D,NA,NA,Representatives,NA,12,3
NA,representative,NA,NC,David Price,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,NC,G.K. Butterfield,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,MS,Bennie G. Thompson,NA,D,NA,NA,Representatives,NA,2,3
NA,delegate,NA,MP,Gregorio Kilili Camacho Sablan,NA,D,NA,NA,Representatives,NA,0,3
NA,representative,NA,MO,Emanuel Cleaver,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,MO,"William ""Lacy"" Clay Jr.",NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,MN,Collin C. Peterson,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,MN,Ilhan Omar,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,MN,Betty McCollum,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,MI,Brenda Lawrence,NA,D,NA,NA,Representatives,NA,14,3
NA,representative,NA,MI,Rashida Tlaib,NA,D,NA,NA,Representatives,NA,13,3
NA,representative,NA,MI,Debbie Dingell,NA,D,NA,NA,Representatives,NA,12,3
NA,representative,NA,MI,Haley Stevens,NA,D,NA,NA,Representatives,NA,11,3
NA,representative,NA,MI,Andy Levin,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,MI,Elissa Slotkin,NA,D,NA,NA,Representatives,NA,8,3
NA,representative,NA,MI,Daniel Kildee,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,ME,Jared Golden,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,ME,Chellie Pingree,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,MD,Jamie Raskin,NA,D,NA,NA,Representatives,NA,8,3
NA,representative,NA,MD,Elijah Cummings,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,MD,Anthony Brown,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,MD,John P. Sarbanes,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,MD,C. A. Dutch Ruppersberger,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,MA,William Keating,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,MA,Ayanna Pressley,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,MA,Seth Moulton,NA,D,NA,NA,Representatives,NA,6,3
NA,representative,NA,MA,Katherine Clark,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,MA,Richard E. Neal,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,KY,John A. Yarmuth,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,KS,Sharice Davids,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,IN,André Carson,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,IN,Peter Visclosky,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,IL,Cheri Bustos,NA,D,NA,NA,Representatives,NA,17,3
NA,representative,NA,IL,Lauren Underwood,NA,D,NA,NA,Representatives,NA,14,3
NA,representative,NA,IL,Bill Foster,NA,D,NA,NA,Representatives,NA,11,3
NA,representative,NA,IL,Bradley Schneider,NA,D,NA,NA,Representatives,NA,10,3
NA,representative,NA,IL,Jan Schakowsky,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,IL,Raja Krishnamoorthi,NA,D,NA,NA,Representatives,NA,8,3
NA,representative,NA,IL,Danny K. Davis,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,IL,Sean Casten,NA,D,NA,NA,Representatives,NA,6,3
NA,representative,NA,IL,Mike Quigley,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,IL,"Jesus ""Chuy"" Garcia",NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,IL,Daniel Lipinski,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,IL,Robin Kelly,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,IL,Bobby L. Rush,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,IA,Cindy Axne,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,IA,David Loebsack,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,IA,Abby Finkenauer,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,HI,Ed Case,NA,D,NA,NA,Representatives,NA,1,3
NA,delegate,NA,GU,Michael San Nicolas,NA,D,NA,NA,Representatives,NA,0,3
NA,representative,NA,GA,David Scott,NA,D,NA,NA,Representatives,NA,13,3
NA,representative,NA,GA,Lucy McBath,NA,D,NA,NA,Representatives,NA,6,3
NA,representative,NA,GA,John Lewis,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,GA,Hank Johnson,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,GA,Sanford D. Bishop Jr.,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,FL,Donna Shalala,NA,D,NA,NA,Representatives,NA,27,3
NA,representative,NA,FL,Debbie Mucarsel-Powell,NA,D,NA,NA,Representatives,NA,26,3
NA,representative,NA,FL,Frederica Wilson,NA,D,NA,NA,Representatives,NA,24,3
NA,representative,NA,FL,Ted Deutch,NA,D,NA,NA,Representatives,NA,22,3
NA,representative,NA,FL,Lois Frankel,NA,D,NA,NA,Representatives,NA,21,3
NA,representative,NA,FL,Kathy Castor,NA,D,NA,NA,Representatives,NA,14,3
NA,representative,NA,FL,Charlie Crist,NA,D,NA,NA,Representatives,NA,13,3
NA,representative,NA,FL,Val Demings,NA,D,NA,NA,Representatives,NA,10,3
NA,representative,NA,FL,Darren Soto,NA,D,NA,NA,Representatives,NA,9,3
NA,delegate,NA,DC,Eleanor Holmes Norton,NA,D,NA,NA,Representatives,NA,0,3
NA,representative,NA,CT,Jahana Hayes,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,CT,Jim Himes,NA,D,NA,NA,Representatives,NA,4,3
NA,representative,NA,CT,Rosa L. DeLauro,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,CT,Joe Courtney,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,CT,John B. Larson,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,CO,Ed Perlmutter,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,CO,Jason Crow,NA,D,NA,NA,Representatives,NA,6,3
NA,representative,NA,CO,Joe Neguse,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,CO,Diana DeGette,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,CA,Susan Davis,NA,D,NA,NA,Representatives,NA,53,3
NA,representative,NA,CA,Scott Peters,NA,D,NA,NA,Representatives,NA,52,3
NA,representative,NA,CA,Mike Levin,NA,D,NA,NA,Representatives,NA,49,3
NA,representative,NA,CA,Harley Rouda,NA,D,NA,NA,Representatives,NA,48,3
NA,representative,NA,CA,Alan Lowenthal,NA,D,NA,NA,Representatives,NA,47,3
NA,representative,NA,CA,J. Luis Correa,NA,D,NA,NA,Representatives,NA,46,3
NA,representative,NA,CA,Katie Porter,NA,D,NA,NA,Representatives,NA,45,3
NA,representative,NA,CA,Maxine Waters,NA,D,NA,NA,Representatives,NA,43,3
NA,representative,NA,CA,Mark Takano,NA,D,NA,NA,Representatives,NA,41,3
NA,representative,NA,CA,Lucille Roybal-Allard,NA,D,NA,NA,Representatives,NA,40,3
NA,representative,NA,CA,Gil Cisneros,NA,D,NA,NA,Representatives,NA,39,3
NA,representative,NA,CA,Linda Sánchez,NA,D,NA,NA,Representatives,NA,38,3
NA,representative,NA,CA,Karen Bass,NA,D,NA,NA,Representatives,NA,37,3
NA,representative,NA,CA,Raul Ruiz,NA,D,NA,NA,Representatives,NA,36,3
NA,representative,NA,CA,Norma Torres,NA,D,NA,NA,Representatives,NA,35,3
NA,representative,NA,CA,Jimmy Gomez,NA,D,NA,NA,Representatives,NA,34,3
NA,representative,NA,CA,Grace Napolitano,NA,D,NA,NA,Representatives,NA,32,3
NA,representative,NA,CA,Pete Aguilar,NA,D,NA,NA,Representatives,NA,31,3
NA,representative,NA,CA,Brad Sherman,NA,D,NA,NA,Representatives,NA,30,3
NA,representative,NA,CA,Tony Cárdenas,NA,D,NA,NA,Representatives,NA,29,3
NA,representative,NA,CA,Adam Schiff,NA,D,NA,NA,Representatives,NA,28,3
NA,representative,NA,CA,Judy Chu,NA,D,NA,NA,Representatives,NA,27,3
NA,representative,NA,CA,Salud Carbajal,NA,D,NA,NA,Representatives,NA,24,3
NA,representative,NA,CA,TJ Cox,NA,D,NA,NA,Representatives,NA,21,3
NA,representative,NA,CA,Jimmy Panetta,NA,D,NA,NA,Representatives,NA,20,3
NA,representative,NA,CA,Zoe Lofgren,NA,D,NA,NA,Representatives,NA,19,3
NA,representative,NA,CA,Anna G. Eshoo,NA,D,NA,NA,Representatives,NA,18,3
NA,representative,NA,CA,Jackie Speier,NA,D,NA,NA,Representatives,NA,14,3
NA,representative,NA,CA,Mark DeSaulnier,NA,D,NA,NA,Representatives,NA,11,3
NA,representative,NA,CA,Josh Harder,NA,D,NA,NA,Representatives,NA,10,3
NA,representative,NA,CA,Jerry McNerney,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,CA,Ami Bera,NA,D,NA,NA,Representatives,NA,7,3
NA,representative,NA,CA,Doris O. Matsui,NA,D,NA,NA,Representatives,NA,6,3
NA,representative,NA,CA,Mike Thompson,NA,D,NA,NA,Representatives,NA,5,3
NA,representative,NA,CA,John Garamendi,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,CA,Jared Huffman,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,AZ,Greg Stanton,NA,D,NA,NA,Representatives,NA,9,3
NA,representative,NA,AZ,Raul Grijalva,NA,D,NA,NA,Representatives,NA,3,3
NA,representative,NA,AZ,Ann Kirkpatrick,NA,D,NA,NA,Representatives,NA,2,3
NA,representative,NA,AZ,Tom O'Halleran,NA,D,NA,NA,Representatives,NA,1,3
NA,representative,NA,AL,Terri A. Sewell,NA,D,NA,NA,Representatives,NA,7,3
NA,mayor,Cincinnati,OH,John Cranley,NA,D,NA,66,Mayors,NA,NA,3
NA,mayor,Riverside,CA,Rusty Bailey,NA,NA,NA,64,Mayors,NA,NA,3
NA,mayor,Pittsburgh,PA,Bill Peduto,NA,D,NA,62,Mayors,NA,NA,3
NA,mayor,Henderson,NV,Debra March,NA,D,NA,61,Mayors,NA,NA,3
NA,mayor,St. Paul,MN,Melvin Carter,NA,D,NA,60,Mayors,NA,NA,3
NA,mayor,St. Louis,MO,Lyda Krewson,NA,D,NA,59,Mayors,NA,NA,3
NA,mayor,Stockton,CA,Michael D. Tubbs,NA,D,NA,58,Mayors,NA,NA,3
NA,mayor,Lexington,KY,Linda Gorton,NA,NA,NA,57,Mayors,NA,NA,3
NA,mayor,Santa Ana,CA,Miguel A. Pulido,NA,D,NA,56,Mayors,NA,NA,3
NA,mayor,Honolulu,HI,Kirk Caldwell,NA,D,NA,54,Mayors,NA,NA,3
NA,mayor,Tampa,FL,Jane Castor,NA,D,NA,51,Mayors,NA,NA,3
NA,mayor,Cleveland,OH,Frank G. Jackson,NA,D,NA,50,Mayors,NA,NA,3
NA,mayor,New Orleans,LA,LaToya Cantrell,NA,D,NA,48,Mayors,NA,NA,3
NA,mayor,Raleigh,NC,Nancy McFarlane,NA,D,NA,40,Mayors,NA,NA,3
NA,mayor,Atlanta,GA,Keisha Lance Bottoms,NA,D,NA,37,Mayors,NA,NA,3
NA,mayor,Kansas City,MO,Sly James,NA,D,NA,36,Mayors,NA,NA,3
NA,mayor,Tucson,AZ,Jonathan Rothschild,NA,D,NA,32,Mayors,NA,NA,3
NA,mayor,Albuquerque,NM,Tim Keller,NA,D,NA,31,Mayors,NA,NA,3
NA,mayor,Milwaukee,WI,Tom Barrett,NA,D,NA,30,Mayors,NA,NA,3
NA,mayor,Baltimore,MD,"Bernard C. ""Jack"" Young",NA,D,NA,29,Mayors,NA,NA,3
NA,mayor,Louisville,KY,Greg Fischer,NA,D,NA,28,Mayors,NA,NA,3
NA,mayor,Las Vegas,NV,Carolyn Goodman,NA,NA,NA,27,Mayors,NA,NA,3
NA,mayor,Portland,OR,Ted Wheeler,NA,D,NA,25,Mayors,NA,NA,3
NA,mayor,Memphis,TN,Jim Strickland,NA,D,NA,24,Mayors,NA,NA,3
NA,mayor,Nashville,TN,David Briley,NA,D,NA,23,Mayors,NA,NA,3
NA,mayor,Detroit,MI,Mike Duggan,NA,D,NA,22,Mayors,NA,NA,3
NA,mayor,Boston,MA,Marty Walsh,NA,D,NA,20,Mayors,NA,NA,3
NA,mayor,Seattle,WA,Jenny Durkan,NA,D,NA,18,Mayors,NA,NA,3
NA,mayor,Charlotte,NC,Vi Lyles,NA,D,NA,17,Mayors,NA,NA,3
NA,mayor,Indianapolis,IN,Joe Hogsett,NA,D,NA,16,Mayors,NA,NA,3
NA,mayor,Columbus,OH,Andrew Ginther,NA,D,NA,14,Mayors,NA,NA,3
NA,mayor,Philadelphia,PA,James F. Kenney,NA,D,NA,6,Mayors,NA,NA,3
NA,mayor,Phoenix,AZ,Kate Gallego,NA,D,NA,5,Mayors,NA,NA,3
NA,mayor,Houston,TX,Sylvester Turner,NA,D,NA,4,Mayors,NA,NA,3
NA,mayor,Chicago,IL,Lori Lightfoot,NA,D,NA,3,Mayors,NA,NA,3
NA,mayor,Los Angeles,CA,Eric Garcetti,NA,D,NA,2,Mayors,NA,NA,3
NA,past vice-presidential nominee,NA,CT,Joe Lieberman,NA,D,NA,6,Past nominees,NA,NA,5
NA,past vice-presidential nominee,NA,NC,John Edwards,NA,D,NA,5,Past nominees,NA,NA,5
NA,past presidential nominee,NA,MA,John Kerry,NA,D,NA,4,Past nominees,NA,NA,5
NA,past presidential nominee,NA,NY,Hillary Clinton,NA,D,NA,1,Past nominees,NA,NA,5
NA,former DNC chair,NA,VT,Howard Dean,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,VA,Terry McAuliffe,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,SC,Donald Fowler,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,OH,David Wilhelm,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former U.S. Senate majority leader,NA,NY,George Mitchell,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former U.S. Senate majority leader,NA,NV,Harry Reid,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,NM,Fred Harris,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former U.S. House majority leader,NA,MO,Richard Gephardt,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former U.S. House Democratic whip,NA,MI,David Bonior,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,MD,Joe Andrew,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,MA,Paul Kirk,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,MA,Debra DeLee,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,FL,Debbie Wasserman Schultz,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,FL,Kenneth Curtis,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former U.S. House Democratic whip,NA,DE,Tony Coelho,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,DC,Donna Brazile,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,CT,Chris Dodd,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,former DNC chair,NA,CO,Roy Romer,NA,D,NA,NA,Former party leaders,NA,NA,5
NA,senator,NA,WV,Joe Manchin III,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,WI,Tammy Baldwin,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,WA,Patty Murray,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,WA,Maria Cantwell,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,VA,Mark R. Warner,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,VA,Tim Kaine,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,RI,Sheldon Whitehouse,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,RI,Jack Reed,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,OR,Ron Wyden,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,OR,Jeff Merkley,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,OH,Sherrod Brown,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,NV,Jacky Rosen,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,NV,Catherine Cortez Masto,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,NM,Tom Udall,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,NM,Martin Heinrich,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,NH,Jeanne Shaheen,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,NH,Margaret Wood Hassan,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,MI,Debbie Stabenow,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,MI,Gary C. Peters,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,ME,Angus S. King Jr.,NA,I,NA,NA,Senators,NA,NA,6
NA,senator,NA,MD,Chris Van Hollen,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,MD,Benjamin L. Cardin,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,IL,Tammy Duckworth,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,HI,Brian Schatz,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,HI,Mazie K. Hirono,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,CT,Christopher Murphy,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,CT,Richard Blumenthal,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,CO,Michael F. Bennet,NA,D,NA,NA,Senators,NA,NA,6
NA,senator,NA,AZ,Kyrsten Sinema,NA,D,NA,NA,Senators,NA,NA,6
NA,governor,NA,WI,Tony Evers,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,VI,Albert Bryan Jr,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,VA,Ralph Northam,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,RI,Gina Raimondo,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,PR,Ricardo Rosselló,NA,NPP,NA,NA,Governors,NA,NA,8
NA,governor,NA,PA,Tom Wolf,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,OR,Kate Brown,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,NV,Steve Sisolak,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,NM,Michelle Lujan Grisham,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,NC,Roy Cooper,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,MI,Gretchen Whitmer,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,ME,Janet Mills,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,LA,John Bel Edwards,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,KS,Laura Kelly,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,IL,JB Pritzker,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,HI,David Ige,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,GU,Lou Leon Guerrero,NA,D,NA,NA,Governors,NA,NA,8
NA,mayor,NA,DC,Muriel Bowser,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,CT,Ned Lamont,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,CO,Jared Polis,NA,D,NA,NA,Governors,NA,NA,8
NA,governor,NA,AS,Lolo Matalasi Moliga,NA,D,NA,NA,Governors,NA,NA,8
NA,past vice president,NA,TN,Al Gore,NA,D,NA,NA,Past presidents and vice presidents,NA,NA,10
NA,past president,NA,NY,Bill Clinton,NA,D,NA,NA,Past presidents and vice presidents,NA,NA,10
